child,label,id,definition,exact_synonym,related_synonym,alternative_id,db_xref,in_subset,obo_namespace,skos_exact_match,skos_narrow_match,comment,creation_date
http://purl.obolibrary.org/obo/DOID_0061077,immunodeficiency 108,DOID:0061077,"A primary immunodeficiency disease that is characterized mainly by autoinflammation, often manifest as onset of recurrent episodes of abdominal pain associated with fever and elevated inflammatory markers around adolescence and that has_material_basis_in homozygous mutation in the CEBPE gene on chromosome 14q11.",immunodeficiency 108 with autoinflammation,,,MIM:260570,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061078,immunodeficiency 109,DOID:0061078,A primary immunodeficiency disease that is characterized by onset of recurrent sinopulmonary infections in childhood and that has_material_basis_in homozygous mutation in the TNFRSF9 gene on chromosome 1p36.,Immunodeficiency-109 with EBV-induced lymphoproliferation,,,MIM:620282,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061079,immunodeficiency 112,DOID:0061079,"A T cell, B cell, and NK cell deficiency that is characterized by variable manifestations beginning in early childhood and that has_material_basis_in homozygous mutation in the MAP3K14 gene on chromosome 17q21.",,,,MIM:620449,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061080,immunodeficiency 114,DOID:0061080,A primary immunodeficiency disease that is characterized by the onset of oral ulcers and recurrent skin and respiratory infections in early infancy and that has_material_basis_in homozygous mutation in the SLC19A1 gene on chromosome 21q22.,folate-responsive immunodeficiency 114,,,MIM:620603,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061081,immunodeficiency 115,DOID:0061081,A primary immunodeficiency disease that is characterized by the onset of symptoms of immune dysregulation in early infancy and that has_material_basis_in homozygous or compound heterozygous mutation in the RNF31 gene on chromosome 14q11.,immunodeficiency 115 with autoinflammation,,,MIM:620632,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061082,immunodeficiency 116,DOID:0061082,A T cell deficiency that is characterized by the onset of recurrent upper and lower respiratory tract infections in infancy or early childhood and that has_material_basis_in homozygous mutation in the CD8-alpha gene on chromosome 2p12.,,,,MIM:608957,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061083,immunodeficiency 117,DOID:0061083,A T cell and NK cell immunodeficiency that is characterized by increased susceptibility to disseminated mycobacterial infection apparent in early childhood and that has_material_basis_in homozygous mutation in the IRF1 gene on chromosome 5q31.,,,,MIM:620668,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061084,immunodeficiency 118,DOID:0061084,"A primary immunodeficiency disease that is characterized by increased susceptibility to the development of disseminated mycobacterial infections in infancy, notably after BCG vaccination and that has_material_basis_in hemizygous mutation in the MCTS1 gene on chromosome Xq24.",,,,MIM:301115,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061085,immunodeficiency 119,DOID:0061085,"A T cell, B cell, and NK cell deficiency that is characterized by the onset of recurrent upper and lower respiratory infections and warts in childhood and that has_material_basis_in homozygous mutation in the ICOSLG gene on chromosome 21q22. Affected individuals are susceptible to chronic DNA-based viral infections, including HPV and HSV.",,,,MIM:620825,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061086,immunodeficiency 120,DOID:0061086,A combined T cell and B cell immunodeficiency that is characterized by the onset of recurrent upper and lower respiratory tract infections in early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the POLD1 gene on chromosome 19q13.,,,,MIM:620836,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061087,immunodeficiency 121,DOID:0061087,"A severe combined immunodeficiency that is characterized by T-, B-, NK+/- severe combined immunodeficiency associated with failure to thrive, erythrodermia, diarrhea, and alopecia and that has_material_basis_in heterozygous mutation in the PSMB10 gene on chromosome 16q22.",immunodeficiency 121 with autoinflammation,,,MIM:620807,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061088,immunodeficiency 122,DOID:0061088,"A T cell, B cell, and NK cell deficiency that is characterized by early-infantile onset of recurrent viral and bacterial infections of the respiratory tract and skin and that has_material_basis_in homozygous mutation in the POLD3 gene on chromosome 11q13.",,,,MIM:620869,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061089,immunodeficiency 123,DOID:0061089,A T cell deficiency that is characterized by the onset of HPV-related common cutaneous warts in the first decade of life and that has_material_basis_in homozygous mutation in the CD28 gene on chromosome 2q33.,immunodeficiency 123 with HPV-related verrucosis,,,MIM:620901,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061090,severe combined immunodeficiency 124,DOID:0061090,A severe combined immunodeficiency that is characterized by the onset of recurrent infections in infancy or early childhood and that has_material_basis_in homozygous or compound heterozygous mutation in the NHEJ1 gene on chromosome 2q35.,,,,MIM:611291,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061091,immunodeficiency 125,DOID:0061091,"A B cell deficiency that is characterized by recurrent diarrhea and failure to thrive beginning in infancy followed by recurrent bacterial, viral, and fungal infections and that has_material_basis_in homozygous mutation in the FLT3LG gene on chromosome 19q13.",,,,MIM:620926,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061092,immunodeficiency 127,DOID:0061092,A primary immunodeficiency disease that is characterized by increased susceptibility to recurrent pulmonary infection with Mycobacterium tuberculosis and that has_material_basis_in homozygous mutation in the TNF gene on chromosome 6p21.,,,,MIM:620977,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061093,immunodeficiency 128,DOID:0061093,"A T cell, B cell, and NK cell deficiency that is characterized by the onset of recurrent bacterial and viral infections in the first year of life and that has_material_basis_in homozygous mutation in the COPG1 gene on chromosome 3q21.",,,,MIM:620983,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061094,immunodeficiency 129,DOID:0061094,"A T cell deficiency that is characterized by recurrent bacterial, viral, and fungal infections beginning in the first or second decades of life and that has_material_basis_in homozygous mutation in the RHOH gene on chromosome 4p14.",,,,MIM:618307,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061096,immunodeficiency 133,DOID:0061096,"A primary immunodeficiency disease that is characterized immunodeficiency manifest as combined immunodeficiency (CID) or common variable immunodeficiency (CVID) and features of ectodermal dysplasia, notably dysmorphic conical incisors and sparse hair, and that has_material_basis_in heterozygous mutation in the ITPR3 gene on chromosome 6p21.",immunodeficiency 133 with autoimmunity and autoinflammation,,,MIM:621254,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061097,immunodeficiency 132B,DOID:0061097,"A primary immunodeficiency disease that is characterized by recurrent upper and lower respiratory infections caused by various pathogens beginning in childhood, B-cell lymphoid hyperplasia, and dysregulation of T-cell subsets and function and that has_material_basis_in heterozygous loss-of-function mutation in the TRAF3 gene on chromosome 14q32.",,,,MIM:621096,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061101,immunodeficiency 132A,DOID:0061101,A primary immunodeficiency disease that is characterized by increased susceptibility to infection with certain pathogens and that has_material_basis_in heterozygous dominant-negative mutation in the TRAF3 gene on chromosome 14q32.,IMD132A,,,MIM:614849,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061125,immunodeficiency 131,DOID:0061125,"A primary immunodeficiency disease that is characterized by low IgM, IgG, and IgA serum levels, low plasma cell counts, abnormal T-cell subsets, and early graying of hair that has_material_basis_in heterozygous or homozygous mutation in the IRF4 gene on chromosome 6p25.",,,,MIM:621097,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061159,infantile onset multisystem autoimmune disease,DOID:0061159,An autoimmune disease characterized by systemic autoimmune manifestations with infantile onset.,,,,MIM:PS615952,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061160,infantile onset multisystem autoimmune disease 1,DOID:0061160,An infantile onset multisystem autoimmune disease characterized by early childhood onset of a spectrum of autoimmune disorders affecting multiple organs that has_material_basis_in heterozygous gain of function mutation in the STAT3 gene on chromosome 17q21.,,,,MIM:615952,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061161,infantile onset multisystem autoimmune disease 2,DOID:0061161,An infantile onset multisystem autoimmune disease that has_material_basis_in compound heterozygous mutation in the ZAP70 gene on chromosome 2q12.,,,,MIM:617006,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061162,infantile onset multisystem autoimmune disease 3,DOID:0061162,An infantile onset multisystem autoimmune disease characterized by the onset of various systemic autoimmune manifestations in the first months or years of life that has_material_basis_in homozygous mutation in the CBLB gene on chromosome 3q13.,,,,MIM:620430,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061163,infantile onset multisystem autoimmune disease 4,DOID:0061163,An infantile onset multisystem autoimmune disease characterized by onset of various autoimmune diseases in early childhood that has_material_basis_in homozygous mutation in the PDCD1 gene on chromosome 2q37.,,,,MIM:621004,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061164,infantile onset multisystem autoimmune disease 5,DOID:0061164,An infantile onset multisystem autoimmune disease characterized predominantly by neonatal-onset type 1 diabetes mellitus due to complete insulin deficiency that has_material_basis_in homozygous mutation in the PDL1 gene on chromosome 9p24.,,,,MIM:621235,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061169,"autosomal dominant autoinflammation, panniculitis, and dermatosis syndrome",DOID:0061169,"An autoinflammation, panniculitis, and dermatosis syndrome characterized by the onset of autoinflammatory features in infancy, including fever, aseptic skin lesions, panniculitis, and poor wound healing that has_material_basis_in heterozygous dominant-negative mutation in the OTULIN gene on chromosome 5p15.",,,,MIM:621030,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,MIM:621030,,,
http://purl.obolibrary.org/obo/DOID_0061170,"autoinflammation, panniculitis, and dermatosis syndrome",DOID:0061170,"An autoinflammatory disease characterized by neonatal or infantile onset of systemic inflammation, fever, panniculitis, aseptic skin lesions, leukocytosis, neutrophilia, and elevated inflammatory markers, including C-reactive protein, with no overt primary immunodeficiency that has_material_basis_in mutation in the OTULIN gene on chromosome 5p15, that encodes a deubiquitinase with linear linkage specificity.",,,,MIM:PS617099,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,MIM:PS617099,,,
http://purl.obolibrary.org/obo/DOID_0061171,immunodeficiency 130 with HPV-related verrucosis,DOID:0061171,"A primary immunodeficiency disease that is characterized mainly by the onset of warts and verrucous or plaque-like skin lesions associated with HPV infection, usually in the first 3 decades of life and that has_material_basis_in homozygous mutation in the IL7 gene on chromosome 8q21.",,,DOID:0061095,MIM:618309,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061191,neonatal nephrocutaneous inflammatory syndrome,DOID:0061191,"An autoinflammatory disease characterized by intrauterine growth retardation and premature birth, fragile infection-prone skin, and nephromegaly with tubular dysfunction that has_material_basis_in mutation in homozygous or compound heterozygous mutation in the EGFR gene on chromosome 7p11.",neonatal inflammatory skin and bowel disease 2,,,MIM:616069,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061192,neonatal inflammatory skin and bowel disease 1,DOID:0061192,An autoinflammatory disease that has_material_basis_in homozygous mutation in the ADAM17 gene on chromosome 2p25.,,,,MIM:614328,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0061224,Majeed syndrome,DOID:0061224,An autoinflammatory disease characterized by characterized by chronic recurrent multifocal osteomyelitis (CRMO) and congenital dyserythropoietic anemia that has_material_basis_in homozygous mutation in the LPIN2 gene on chromosome 18p11.,chronic recurrent multifocal osteomyelitis-congenital dyserythropoietic anemia-neutrophilic dermatosis syndrome,,,MIM:609628 | ORDO:77297,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,MIM:609628,,,
http://purl.obolibrary.org/obo/DOID_0061225,interleukin-1 receptor antagonist deficiency,DOID:0061225,"An autoinflammatory disease characterized by joint swelling and pain, pustular rash, oral mucosal lesions, and fetal distress that has_material_basis_in homozygous mutation in the IL1RN gene on chromosome 2q14.",Autoinflammatory disease due to interleukin-1 receptor antagonist deficiency | Sterile multifocal osteomyelitis with periostitis and pustulosis | chronic recurrent multifocal osteomyelitis-2 with periostitis and pustulosis,,,GARD:10516 | MIM:612852 | ORDO:210115,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,GARD:10516 | MIM:612852 | ORDO:210115,,,
http://purl.obolibrary.org/obo/DOID_0070191,autosomal recessive chronic granulomatous disease 2,DOID:0070191,A chronic granulomatous disease characterized by autosomal recessive inheritance that has_material_basis_in mutation in the NCF2 gene on chromosome 1q25.,CDG2 | autosomal recessive chronic granulomatous disease cytochrome b-positive type II | chronic granulomatous disease due to deficiency of NCF-2 | deficiency of NCF2 | deficiency of p67-PHOX,,,MIM:233710,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070192,autosomal recessive chronic granulomatous disease 1,DOID:0070192,A chronic granulomatous disease characterized by autosomal recessive inheritance that has_material_basis_in mutation in the NCF1 gene on chromosome 7q11.23.,CDG1 | autosomal recessive chronic granulomatous disease cytochrome b-positive type I | chronic granulomatous disease due to deficiency of NCF-1 | deficiency of NCF1 | deficiency of SOC2 | deficiency of neutrophil cytosol factor 1 | deficiency of p47-PHOX | deficiency of soluble oxidase component II,,,MIM:233700,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070193,autosomal recessive chronic granulomatous disease 4,DOID:0070193,A chronic granulomatous disease characterized by autosomal recessive inheritance that has_material_basis_in mutation in the CYBA gene on chromosome 16q24.2.,CGD due to deficiency of the alpha subunit of cytochrome b | CYBA deficiency | autosomal recessive chronic granulomatous disease cytochrome b-negative | autosomal recessive cytochrome b-negative CGD | chronic granulomatous disease due to deficiency of CYBA,,,MIM:233690,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070194,autosomal recessive chronic granulomatous disease 3,DOID:0070194,A chronic granulomatous disease characterized by that autosomal recessive inheritance has_material_basis_in mutation in the NCF4 gene on chromosome 22q12.,CDG3 | autosomal recessive chronic granulomatous disease cytochrome b-positive type III | autosomal recessive cytochrome b-positive CGD type III | chronic granulomatous disease due to NCF4 deficiency,,,MIM:613960,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070195,X-linked chronic granulomatous disease,DOID:0070195,A chronic granulomatous disease characterized by X-linked inheritance that has_material_basis_in mutation in the CYBB gene on chromosome Xp21.1-p11.4.,CDGX | X-linked chronic cytochrome b-negative granulomatous disease,,DOID:0070190,MIM:306400,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070208,hereditary lymphedema IC,DOID:0070208,A hereditary lymphedema characterized by autosomal dominant inheritance that has_material_basis_in mutation in the GJC2 gene on chromosome 1q42.,LMPH1C,,,MIM:613480,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070209,hereditary lymphedema ID,DOID:0070209,A hereditary lymphedema characterized by autosomal dominant inheritance that has_material_basis_in mutation in the VEGFC gene on chromosome 4q34.,LMPH1D,,,MIM:615907,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070210,hereditary lymphedema IA,DOID:0070210,A hereditary lymphedema characterized by autosomal dominant inheritance that has_material_basis_in mutation in the FLT4 gene on chromosome 5q35.,LMPH1A,,,MIM:153100,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070211,hereditary lymphedema IB,DOID:0070211,A hereditary lymphedema characterized by autosomal dominant inheritance that has_material_basis_in the chromosomal region 6q16.2-q22.1.,LMPH1B,,,MIM:611944,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070212,hereditary lymphedema I,DOID:0070212,"A hereditary lymphedema characterized by autosomal dominant inheritance of chronic, generally painless, lower limb lymphedema with onset typically at birth or in early childhood.",LMPH1 | Milroy disease | Nonne-Milroy lymphedema | PCL | congenital primary lymphedema | hereditary lymphedema type I,,,GARD:7220 | ORDO:79452 | MESH:D008209 | SNOMEDCT_US_2025_09_01:268355000 | UMLS_CUI:C1704423,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070213,hereditary lymphedema II,DOID:0070213,A hereditary lymphedema characterized by onset around puberty of chronic lymphedema particularly in the lower limbs with an apparent autosomal dominant pattern of inheritance.,LMPH2 | Meige disease | Meige lymphedema | late-onset lymphedema | lymphedema preacox,,,GARD:3324 | ICD10CM:I89.0 | MESH:C562467 | MIM:153200 | ORDO:90186 | SNOMEDCT_US_2025_09_01:234098006 | SNOMEDCT_US_2025_09_01:400040008 | UMLS_CUI:C0238261 | UMLS_CUI:C1704424,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070324,systemic Epstein-Barr virus positive T-cell lymphoma of childhood,DOID:0070324,A childhood lymphoma that is characterized by monoclonal expansion of Epstein-Barr virus-positive T cells with an activated cytotoxic phenotype in tissues or peripheral blood.,EBV-positive T-cell lymphoproliferative disorder of childhood | systemic EBV-positive T-cell lymphoma of childhood,,,ICDO:9724/3 | NCI:C80374 | ORDO:364033 | SNOMEDCT_US_2023_03_01:721311006 | SNOMEDCT_US_2025_09_01:721311006 | UMLS_CUI:C2699747,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#DO_childhood_cancer_slim | http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,NCI:C80374 | UMLS_CUI:C2699747,,,
http://purl.obolibrary.org/obo/DOID_0070333,breast implant-associated anaplastic large cell lymphoma,DOID:0070333,A peripheral T-cell lymphoma characterized by development around textured-surface breast implants confined to the capsule.,,,,,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070334,vegetable allergy,DOID:0070334,A food allergy triggered by a vegetable food product.,,,,,http://purl.obolibrary.org/obo/doid#DO_IEDB_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070335,celery allergy,DOID:0070335,A vegetable allergy triggered by celery (Apium graveolens).,,,,,http://purl.obolibrary.org/obo/doid#DO_IEDB_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070358,primary biliary cholangitis 1,DOID:0070358,A primary biliary cholangitis that has_material_basis_in variation at the IL12A locus on chromosome 3q25.33.,"BILIARY CIRRHOSIS, PRIMARY, 1 | PBC1",,,MIM:109720,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070359,primary biliary cholangitis 2,DOID:0070359,A primary biliary cholangitis that has_material_basis_in variation at the HLA-DQB1 locus on chromosome 6p21.3.,"BILIARY CIRRHOSIS, PRIMARY, 2 | PBC2",,,MIM:613007,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070360,primary biliary cholangitis 3,DOID:0070360,A primary biliary cholangitis that has_material_basis_in variation at the IL12RB2 locus on chromosome 1p31.2.,"BILIARY CIRRHOSIS, PRIMARY, 3 | PBC3",,,MIM:613008,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070361,primary biliary cholangitis 4,DOID:0070361,A primary biliary cholangitis that has_material_basis_in variation near the IRF5-TNPO3 locus on chromosome 7q32.,"BILIARY CIRRHOSIS, PRIMARY, 4 | PBC4",,,MIM:614220,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070362,primary biliary cholangitis 5,DOID:0070362,A primary biliary cholangitis that has_material_basis_in variation at the ZPBP2 locus on chromosome 17q12-q21.,"BILIARY CIRRHOSIS, PRIMARY, 5 | PBC5",,,MIM:614221,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070368,autosomal recessive chronic granulomatous disease 5,DOID:0070368,A chronic granulomatous disease characterized by autosomal recessive inheritance that has_material_basis_in mutation in the CYBC1 gene on chromosome 17q25.,,,,MIM:618935,,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0070615,"autoinflammation, antibody deficiency, and immune dysregulation syndrome",DOID:0070615,"An autoimmune disease characterized by recurrent blistering skin lesions with a dense inflammatory infiltrate and variable involvement of other tissues, including joints, the eye, and the gastrointestinal tract that has_material_basis in heterozygous mutation in the PLCG2 gene on chromosome 16q23.",APLAID | autoinflammation and PLCG2-associated antibody deficiency and immune dysregulation,,,GARD:17486 | MIM:614878 | ORDO:324530 | SNOMEDCT_US_2025_09_01:778004006 | UMLS_CUI:C3553961,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,GARD:17486 | MIM:614878 | ORDO:324530 | UMLS_CUI:C3553961,,,
http://purl.obolibrary.org/obo/DOID_0070623,B-lymphoblastic leukemia with MEF2D rearrangement,DOID:0070623,A B-lymphoblastic leukemia/lymphoma associated with MEF2D gene rearrangement.,B-lymphoblastic leukaemia with MEF2D rearrangement,,,ICDO:9811/3 | NCI:C199233 | UMLS_CUI:C5855479,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,NCI:C199233 | UMLS_CUI:C5855479,,,
http://purl.obolibrary.org/obo/DOID_0070624,B-lymphoblastic leukemia with MYC rearrangement,DOID:0070624,A B-lymphoblastic leukemia/lymphoma associated with MYC gene rearrangement.,B Acute Lymphoblastic Leukemia with MEF2D Rearrangement | B-lymphoblastic leukaemia with MYC rearrangement,,,ICDO:9811/3 | NCI:C199230 | UMLS_CUI:C5855476,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,NCI:C199230 | UMLS_CUI:C5855476,,,
http://purl.obolibrary.org/obo/DOID_0070625,B-lymphoblastic leukemia with NUTM1 rearrangement,DOID:0070625,A B-lymphoblastic leukemia/lymphoma associated with NUTM1 gene rearrangement.,B-lymphoblastic leukaemia with NUTM1 rearrangement,,,ICDO:9811/3 | NCI:C199239 | UMLS_CUI:C5855485,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,NCI:C199239 | UMLS_CUI:C5855485,,,
http://purl.obolibrary.org/obo/DOID_0070626,B-lymphoblastic leukemia with PAX5alt,DOID:0070626,"A B-lymphoblastic leukemia/lymphoma associated with PAX5 gene alteration, including rearrangements, point mutations, and intragenic lesions.",B-Acute Lymphoblastic Leukemia with PAX5 Alteration | B-lymphoblastic leukaemia with PAX5alt,,,ICDO:9811/3 | NCI:C199264 | UMLS_CUI:C5855502,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,NCI:C199264 | UMLS_CUI:C5855502,,,
http://purl.obolibrary.org/obo/DOID_0070627,B-lymphoblastic leukemia with TCF3-HLF fusion,DOID:0070627,A B-lymphoblastic leukemia/lymphoma associated with TCF3-HLF gene rearrangement.,B Lymphoblastic Leukemia/Lymphoma with TCF3-HLF Fusion | B Lymphoblastic Leukemia/Lymphoma with TCF3-HLF Rearrangement | B-lymphoblastic leukaemia with TCF3::HLF fusion | B-lymphoblastic leukemia with TCF3::HLF fusion,,,ICDO:9811/3 | NCI:C200587 | ORDO:641375 | UMLS_CUI:C5856321,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,NCI:C200587 | ORDO:641375 | UMLS_CUI:C5856321,,,
http://purl.obolibrary.org/obo/DOID_0070628,B-lymphoblastic leukemia with ZNF384 rearrangement,DOID:0070628,A B-lymphoblastic leukemia/lymphoma associated with ZNF384 gene rearrangement.,B-lymphoblastic leukaemia with ZNF384 rearrangement,,,ICDO:9811/3 | NCI:C199234 | UMLS_CUI:C5855480,http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,NCI:C199234 | UMLS_CUI:C5855480,,,
http://purl.obolibrary.org/obo/DOID_0070659,alpha-gal syndrome,DOID:0070659,"An allergic disease that is triggered by galactose-alpha-1,3-galactose (alpha-gal). Sensitization usually results from a tick bite. Symptoms most often appear 2-6 hours after eating mammalian meat but may also be triggered by mamalian-derived products.","alpha-gal allergy | delayed anaphylaxis to red meat | galactose-alpha-1,3-galactose allergy | galactose-α-1,3-galactose allergy | mammalian meat allergy | red meat allergy | α-gal allergy | α-gal syndrome",,,ICD10CM:Z91.014 | MESH:C000655084 | SNOMEDCT_US_2025_09_01:418815008 | UMLS_CUI:C1630645,,disease_ontology,ICD10CM:Z91.014 | MESH:C000655084 | UMLS_CUI:C1630645,,,
http://purl.obolibrary.org/obo/DOID_0070662,subcutaneous panniculitis-like T-cell lymphoma,DOID:0070662,"A primary cutaneous T-cell non-Hodgkin lymphoma characterized by infiltration of subcutaneous tissue by neoplastic alpha-beta cytotoxic T cells mimicking panniculitis. Homozygous or compound heterozygous mutation in the HAVCR2 gene may contribute to development of this disease, with some evidence of incomplete penetrance.",SPTCL,,,ICD10CM:C86.3 | ICDO:9708/3 | MESH:C537503 | MIM:618398 | NCI:C6918 | ORDO:86884 | SNOMEDCT_US_2025_09_01:404133000 | UMLS_CUI:C0522624,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,ICD10CM:C86.3 | ICDO:9708/3 | MESH:C537503 | MIM:618398 | NCI:C6918 | ORDO:86884 | UMLS_CUI:C0522624,,,
http://purl.obolibrary.org/obo/DOID_0080145,childhood T-cell acute lymphoblastic leukemia,DOID:0080145,A childhood acute lymphoblastic leukemia that has_material_basis_in T-cells.,T-cell childhood acute lymphocytic leukemia | childhood precursor T-lymphoblastic lymphoma/leukemia,,DOID:7933,NCI:C5640 | UMLS_CUI:C1332997,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#DO_childhood_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0080146,childhood B-cell acute lymphoblastic leukemia,DOID:0080146,A childhood acute lymphoblastic leukemia that has_material_basis_in B-cells.,,,,NCI:C9140,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#DO_childhood_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0080147,lymphoblastic lymphoma,DOID:0080147,A lymphoma that has_material_basis_in immature malignant lymphocytes (lymphoblasts) committed to the B-cell or T-cell lineage and located_in primarily lymph nodes or located_in extranodal sites.,,,,GARD:3329,http://purl.obolibrary.org/obo/doid#DO_rare_slim,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0080148,T-cell childhood lymphoblastic lymphoma,DOID:0080148,A lymphoblastic lymphoma that has_material_basis_in T-cells and that occurs during childhood.,Childhood T lymphoblastic lymphoma,,,NCI:C7210,http://purl.obolibrary.org/obo/doid#DO_cancer_slim | http://purl.obolibrary.org/obo/doid#DO_childhood_cancer_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,,,,
http://purl.obolibrary.org/obo/DOID_0080163,"autosomal recessive autoinflammation, panniculitis, and dermatosis syndrome",DOID:0080163,"An autoinflammation, panniculitis, and dermatosis syndrome characterized by neonatal onset of recurrent fever, erythematous rash with painful nodules, painful joints, and lipodystrophy and has_material_basis_in homozygous or compound heterozygous loss-of-function mutation in the OTULIN gene on chromosome 5p15.",ORAS | OTULIN-related autoinflammatory syndrome | otulipenia,"autoinflammation, panniculitis and dermatosis syndrome",,GARD:13198 | MIM:617099 | NCI:C174441 | ORDO:500062 | SNOMEDCT_US_2025_09_01:765435009 | UMLS_CUI:C4310614,http://purl.obolibrary.org/obo/doid#DO_rare_slim | http://purl.obolibrary.org/obo/doid#NCIthesaurus,disease_ontology,GARD:13198 | MIM:617099 | NCI:C174441 | ORDO:500062 | UMLS_CUI:C4310614,,"In 2024, patients with an autosomal dominant ORAS-like disease were identified. The terms OTULIN-related autoinflammatory syndrome (ORAS) and otulipenia have thus far referred only to this autosomal recessive form, but may become more generally used to mean both inherited forms [JAB, 2025-07-31].",
